,idf_weights
'minor-regulars,7.908255154023788
'modernization,7.908255154023788
'more,7.908255154023788
'most,7.908255154023788
'moving,7.908255154023788
'mr,7.908255154023788
'mulan,7.908255154023788
'n,6.036452977122197
'nam-inspired,7.908255154023788
'neck,7.908255154023788
'net,7.908255154023788
'never,7.908255154023788
'new,7.502790045915623
'nikita,7.908255154023788
'no,6.991964422149633
'normal,7.215107973463843
'nother,7.908255154023788
'nudge,7.908255154023788
'nuff,6.991964422149633
'number,7.908255154023788
'o,7.908255154023788
'off,7.908255154023788
'ol,7.908255154023788
'old,7.908255154023788
'on,7.908255154023788
'one,7.908255154023788
'only,7.908255154023788
'or,7.908255154023788
'original,7.908255154023788
'out-of-character,7.908255154023788
'partner,7.908255154023788
'patient,7.908255154023788
'penalty,7.908255154023788
'perfect,7.908255154023788
'philosophy,7.908255154023788
'plague,7.908255154023788
'pleasantville,7.908255154023788
'pod,7.908255154023788
'poking,7.908255154023788
'popcorn,7.908255154023788
'powdered,7.908255154023788
'predator,7.908255154023788
'problem,7.908255154023788
'production,7.908255154023788
'psycho,7.215107973463843
'psychologically,7.908255154023788
'quack,7.908255154023788
'r,7.908255154023788
're,2.191227452617566
'real,7.908255154023788
'realism,7.908255154023788
'realistic,7.908255154023788
'rekall,7.908255154023788
'rest,7.908255154023788
'rewind,7.908255154023788
'rich,7.908255154023788
'rmd,7.908255154023788
'robocop,7.908255154023788
'roles,7.908255154023788
'rome,7.908255154023788
'romeo,7.502790045915623
'round,7.502790045915623
'rules,7.908255154023788
'rumble,7.502790045915623
's,1.025817683025941
'sci-fi,7.908255154023788
'script,7.908255154023788
'scrubbers,7.908255154023788
'secret,7.502790045915623
'see,7.908255154023788
'sequel,7.908255154023788
'serve,7.908255154023788
'seven,7.908255154023788
'sex,7.908255154023788
'shagging,7.908255154023788
'shemp,7.908255154023788
'shoot-em-up,7.908255154023788
'should,7.908255154023788
'shouting,7.908255154023788
'showgirls,7.908255154023788
'sid,7.908255154023788
'slap,7.908255154023788
'smocky,7.908255154023788
'smoothly,7.908255154023788
'snoopy,7.908255154023788
'snow,7.908255154023788
'snuff,7.908255154023788
'snuffed,7.908255154023788
'so,7.908255154023788
'special,7.908255154023788
'speed,7.908255154023788
'stab,7.908255154023788
'stand,7.908255154023788
'staple,7.908255154023788
'star,7.502790045915623
'stealth,7.908255154023788
'steptoe,7.908255154023788
'straight,7.502790045915623
'strangers,7.908255154023788
'suggested,7.908255154023788
'summer,7.908255154023788
'sunk,7.908255154023788
'surprise,7.908255154023788
't,6.991964422149633
'taken,7.908255154023788
'terrore,7.908255154023788
'that,7.908255154023788
'the,5.423348504235788
'thing,7.908255154023788
'threatening,7.908255154023788
'three,7.502790045915623
'thriller,7.908255154023788
'til,7.215107973463843
'till,7.215107973463843
'titanic,7.908255154023788
'titus,7.908255154023788
'total,7.908255154023788
'tough,7.908255154023788
'toy,7.908255154023788
'tradition,7.908255154023788
'traffic,7.908255154023788
'trainspotting,7.908255154023788
'tremors,7.908255154023788
'true,7.908255154023788
'tune,7.908255154023788
'twister,7.908255154023788
'ugly,7.908255154023788
'uncle,7.908255154023788
'unhip,7.908255154023788
'unusual,7.908255154023788
'usual,7.908255154023788
'vampires,7.908255154023788
'vanity,7.908255154023788
've,2.289667525430819
'video,7.908255154023788
'volcano,7.908255154023788
'war,7.908255154023788
'we,7.908255154023788
'well,7.908255154023788
'what,6.991964422149633
'whatever,7.908255154023788
'when,7.502790045915623
'women,7.908255154023788
'wooden,7.908255154023788
'work,7.908255154023788
'yawn,7.908255154023788
'you,6.991964422149633
'zoot,7.908255154023788
(,1.0512669920953044
),1.0507410914783977
*,3.1853019323793133
+,5.9623450049684745
+2,6.404177757247514
+3,7.502790045915623
+4,5.167415130098587
+blah,7.908255154023788
+mary+,7.908255154023788
+s,7.908255154023788
",",1.0015003753752345
-,2.468004291587085
--,2.2699004846900426
-1,6.991964422149633
-2,7.908255154023788
-3,7.908255154023788
-4,5.167415130098587
-a,7.908255154023788
-agent,7.908255154023788
-all,7.908255154023788
-and,6.991964422149633
-as,7.908255154023788
-awarded,7.502790045915623
-based,7.908255154023788
-bill,7.908255154023788
-brand,7.908255154023788
-but,7.215107973463843
-clever,7.908255154023788
-courtesy,7.908255154023788
-creator,7.908255154023788
-d,7.908255154023788
-drenched,7.908255154023788
-ed,7.502790045915623
-esque,6.809642865355678
-films,7.908255154023788
-genre,7.908255154023788
-give,7.502790045915623
-has,7.908255154023788
-helmer,7.908255154023788
-her,7.908255154023788
-inspired,7.908255154023788
-it,7.502790045915623
-jack,7.215107973463843
-jackson,7.908255154023788
-kilter,7.908255154023788
-like,6.404177757247514
-lite,7.502790045915623
-looking,7.908255154023788
-moderator,7.908255154023788
-my,7.908255154023788
-not,7.908255154023788
-october,7.908255154023788
-or,7.908255154023788
-rated,7.908255154023788
-reservoir,7.908255154023788
-reviewed,7.502790045915623
-ridden,7.215107973463843
-runaway,7.908255154023788
-rydain,7.908255154023788
-school,7.908255154023788
-set,7.908255154023788
-so,7.502790045915623
-sound,7.908255154023788
-spouting,7.908255154023788
-style,7.908255154023788
-that,7.908255154023788
-the,7.908255154023788
-they,7.908255154023788
-to,7.908255154023788
-type,7.215107973463843
-unless,7.908255154023788
-washington,7.908255154023788
-winning,7.908255154023788
-with-a-passion,7.908255154023788
-worthy,7.908255154023788
-yeager,7.908255154023788
.,1.0
/,5.510359881225417
//filmfreakcentral,7.215107973463843
//leopard,7.908255154023788
//www,6.65549218552842
/10,7.908255154023788
/cinematographer/editor,7.908255154023788
/let's-strip-down-the-sport-to-its-bones,7.908255154023788
0,5.075041809967572
0/10,7.908255154023788
00,6.521960792903897
000,4.101592664253468
000-a-week,7.908255154023788
000-acre,7.908255154023788
000-foot,7.908255154023788
0009f,7.908255154023788
007,6.404177757247514
007-esque,7.908255154023788
03,7.908255154023788
04,7.908255154023788
05,7.215107973463843
05425,7.908255154023788
1,3.4774383551804746
1-,7.908255154023788
1-1,7.908255154023788
1-2-,7.908255154023788
1-800-call-att,7.908255154023788
1-900,7.908255154023788
1-dimensional,7.908255154023788
1-on-1,7.908255154023788
1/1/1900,7.908255154023788
1/10,7.215107973463843
1/2,5.656963355417293
1/20th,7.908255154023788
1/25th,6.991964422149633
1/29/97,7.502790045915623
1/2th,7.908255154023788
1/3,7.502790045915623
1/4,7.502790045915623
1/50th,7.908255154023788
1/8,7.502790045915623
10,3.7186004119973624
10-day,7.908255154023788
10-foot,7.908255154023788
10-minute,7.908255154023788
10-story,7.908255154023788
10-week,7.908255154023788
10-year,7.908255154023788
10-year-,7.908255154023788
10-year-old,6.65549218552842
10-year-olds,7.908255154023788
10/10,6.036452977122197
10/31/96,7.908255154023788
100,4.324736215567678
100+,7.908255154023788
100-minute,7.215107973463843
1000,6.203507061785363
10000,7.908255154023788
100m,7.502790045915623
101,5.893352133481524
101-year-old,7.908255154023788
102,6.809642865355678
102-minute,7.502790045915623
103,7.215107973463843
103-minute,7.908255154023788
104-minute,7.908255154023788
105,6.809642865355678
105-minute,7.502790045915623
106,7.502790045915623
106-minute,7.908255154023788
107,7.215107973463843
107-year-old,7.908255154023788
108,7.215107973463843
109,7.908255154023788
10=a,7.908255154023788
10s,7.908255154023788
10th,7.908255154023788
11,5.465908118654584
11-story,7.908255154023788
11-year,7.502790045915623
11-year-old,6.991964422149633
11/20/97,7.908255154023788
110,6.991964422149633
111,7.908255154023788
112,7.908255154023788
113,7.502790045915623
1138,7.908255154023788
114,7.908255154023788
115,6.991964422149633
117,7.908255154023788
118,7.908255154023788
11th-hour,7.502790045915623
12,4.9904844219395095
12-,7.908255154023788
12-fingered,7.908255154023788
12-hour,7.502790045915623
12-minute,7.908255154023788
12-part,7.908255154023788
12-step,7.908255154023788
12-year,7.215107973463843
12-year-old,6.991964422149633
121,7.908255154023788
122,7.908255154023788
123,7.908255154023788
125,7.908255154023788
126,7.502790045915623
127,7.908255154023788
1272,7.908255154023788
128,7.908255154023788
129,6.991964422149633
1298,7.908255154023788
12th,7.908255154023788
13,4.963816174857348
13-,7.908255154023788
13-20,7.908255154023788
13-week,7.908255154023788
13-year-old,7.908255154023788
130,6.991964422149633
1305,7.908255154023788
131,7.908255154023788
132,7.502790045915623
133,7.908255154023788
135,7.908255154023788
137,5.893352133481524
138,7.908255154023788
139,7.908255154023788
13th,5.656963355417293
14,5.510359881225417
14-year,7.502790045915623
14-year-old,6.65549218552842
140,7.908255154023788
1400,7.908255154023788
143,7.908255154023788
144,7.908255154023788
14th,6.991964422149633
15,4.576050643848584
15-16,7.908255154023788
15-24,7.908255154023788
15-foot,7.908255154023788
15-million-dollar,7.908255154023788
15-minutes,7.908255154023788
15-week,7.908255154023788
15-year,6.991964422149633
15-year-old,7.908255154023788
150,6.809642865355678
1500s,7.908255154023788
150th,7.908255154023788
151,7.908255154023788
152,7.908255154023788
1521,7.908255154023788
153,7.908255154023788
155,7.502790045915623
1554,7.908255154023788
157,7.908255154023788
1583,7.908255154023788
1590,7.908255154023788
15th,7.215107973463843
16,5.605670061029742
16-17,7.908255154023788
16-year-old,7.215107973463843
16-year-olds,7.502790045915623
160,7.502790045915623
1600,6.991964422149633
1600s,7.908255154023788
161,7.502790045915623
165,7.908255154023788
167,7.908255154023788
1692,7.908255154023788
16mm,6.809642865355678
16th,7.502790045915623
16x9,6.809642865355678
17,5.343305796562252
17-day,7.502790045915623
17-year,7.215107973463843
17-year-old,7.908255154023788
170,7.908255154023788
1700s,7.908255154023788
1709,7.908255154023788
172,7.908255154023788
175,7.502790045915623
175-million,7.908255154023788
1773,7.502790045915623
1791,7.908255154023788
1792,7.908255154023788
1793,7.908255154023788
1794,7.908255154023788
1799,7.908255154023788
17th,6.521960792903897
18,5.510359881225417
18+,7.908255154023788
18-24,7.908255154023788
18-foot-high,7.908255154023788
18-plus,7.908255154023788
18-wheeler,7.502790045915623
18-year-old,7.502790045915623
180,6.404177757247514
1800,7.908255154023788
1800s,7.215107973463843
1812,7.908255154023788
1830s,7.908255154023788
1839,7.502790045915623
1847,7.908255154023788
1862,7.908255154023788
1865,7.908255154023788
1869,7.502790045915623
1871,7.215107973463843
1885,7.908255154023788
1888,7.502790045915623
189,7.908255154023788
1896,7.908255154023788
1898,7.908255154023788
1899,7.908255154023788
18th,6.521960792903897
19,5.711030576687569
19-months,7.908255154023788
19-year,7.908255154023788
19-year-old,7.908255154023788
1900,6.65549218552842
1900s,7.908255154023788
1903,7.908255154023788
1908,7.908255154023788
1912,6.521960792903897
1913,7.908255154023788
1914,6.991964422149633
1916,7.908255154023788
1919,7.502790045915623
1920s-60s,7.908255154023788
1922,7.908255154023788
1923,7.908255154023788
1925,7.502790045915623
1926,7.908255154023788
1928,7.502790045915623
1930,7.215107973463843
1930s,6.991964422149633
1932,6.991964422149633
1933,7.502790045915623
1934,7.908255154023788
1935,7.502790045915623
1937,7.502790045915623
1938,7.215107973463843
1939,6.521960792903897
1940,6.521960792903897
1940s,6.991964422149633
1940s-style,7.908255154023788
1941,7.502790045915623
1942,7.908255154023788
1942/1986,7.908255154023788
1943,7.215107973463843
1944,7.215107973463843
1945,7.215107973463843
1946,7.908255154023788
1947,6.521960792903897
1948,6.991964422149633
1949,6.991964422149633
1950,6.036452977122197
1950s,6.036452977122197
1951,7.908255154023788
1952,7.908255154023788
1953,7.215107973463843
1954,6.809642865355678
1955,7.908255154023788
1956,7.908255154023788
1957,6.991964422149633
1958,6.809642865355678
1959,7.215107973463843
1960,5.556879896860311
1960s,5.423348504235788
1961,6.65549218552842
1962,6.404177757247514
1963,6.404177757247514
1964,6.65549218552842
1965,7.215107973463843
1966,6.65549218552842
1967,6.521960792903897
1968,6.203507061785363
1969,6.2988172415896875
1970,5.828813612343952
1970s,5.343305796562252
1971,5.768188990527517
1972,6.1164956847957335
1973,5.768188990527517
1974,6.203507061785363
1975,6.404177757247514
1976,6.203507061785363
1977,5.768188990527517
1978,5.828813612343952
1979,5.828813612343952
1980,5.465908118654584
1980s,5.382526509715532
1981,5.465908118654584
1982,6.404177757247514
1983,6.203507061785363
1984,5.465908118654584
1985,5.423348504235788
1986,5.893352133481524
1987,5.711030576687569
1987/88,7.908255154023788
1988,5.510359881225417
1989,5.556879896860311
1990,5.605670061029742
1990s,5.605670061029742
1991,5.465908118654584
1991-france,7.908255154023788
1992,5.200204952921578
1993,4.817212700665472
1994,4.840202218890171
1995,4.411747592557308
1996,4.381894629407627
1997,3.996232148595642
1998,3.928573500121827
1998s,7.502790045915623
1999,4.101592664253468
19th,5.656963355417293
19th-century,7.502790045915623
1=a,7.908255154023788
1hr,7.908255154023788
1st,7.215107973463843
2,3.1375705295581233
2'8,7.908255154023788
2-2,7.908255154023788
2-4,7.908255154023788
2-d,7.502790045915623
2-disc,7.908255154023788
2/10,7.215107973463843
2/6/99,7.908255154023788
20,4.324736215567678
20's-early,7.908255154023788
20-,7.908255154023788
20-30,7.908255154023788
20-foot,7.908255154023788
20-million,7.908255154023788
20-minute,7.908255154023788
20-something,7.502790045915623
20-year,7.215107973463843
20-year-old,7.502790045915623
200,5.343305796562252
200+,7.908255154023788
200-page,7.908255154023788
2000,5.167415130098587
2000-pound,7.908255154023788
2000-the,7.908255154023788
2001,4.863732716300365
2002,7.908255154023788
2007,7.908255154023788
2010,7.908255154023788
2013,7.502790045915623
2015,7.908255154023788
2017,7.502790045915623
2018,7.908255154023788
2020,7.215107973463843
2023,7.908255154023788
2024,7.908255154023788
2029,7.215107973463843
2036,7.908255154023788
2040,7.908255154023788
2050,7.502790045915623
2056,7.908255154023788
2058,7.502790045915623
206,7.908255154023788
2065,7.908255154023788
2099,7.908255154023788
20s,7.502790045915623
20somethings,7.908255154023788
20th,5.343305796562252
20thcentury,7.908255154023788
21,6.036452977122197
21-year,7.908255154023788
21-year-old,7.908255154023788
216-digit,7.908255154023788
2176,7.215107973463843
21a,7.908255154023788
21st,6.809642865355678
21st-century,7.908255154023788
22,6.036452977122197
22-5,7.908255154023788
22-minute,7.502790045915623
2259,7.908255154023788
2293,7.908255154023788
23,6.404177757247514
23-year-old,7.908255154023788
230,7.908255154023788
234,7.908255154023788
23rd,7.908255154023788
24,6.1164956847957335
24-7,7.908255154023788
24-hour,7.502790045915623
24-year-old,7.215107973463843
24/12/99,7.908255154023788
2400,7.502790045915623
2470,7.908255154023788
24th,7.502790045915623
24th-century,7.908255154023788
25,5.269197824408529
25-and-under,7.908255154023788
25-cent,7.908255154023788
25-year,7.502790045915623
25-year-old,7.908255154023788
25-years,7.908255154023788
250,7.502790045915623
254,7.908255154023788
25th,7.908255154023788
26,6.809642865355678
26-year,7.908255154023788
2654,7.908255154023788
26min,7.908255154023788
26th,7.502790045915623
26th/1998,7.908255154023788
27,6.521960792903897
27/98,7.908255154023788
28,6.809642865355678
28-year-old,7.502790045915623
280,7.908255154023788
289,7.908255154023788
28th,7.908255154023788
28up,7.908255154023788
29,6.65549218552842
29-,7.908255154023788
29-year-old,7.908255154023788
2=awful,7.908255154023788
2_,7.908255154023788
2am,7.908255154023788
2d,7.502790045915623
2d/3d,7.908255154023788
2hr,7.908255154023788
2nd,6.991964422149633
3,3.822278841472204
3-4,7.908255154023788
3-5,7.502790045915623
3-7,7.908255154023788
3-d,6.991964422149633
3-dimensional,7.908255154023788
3-hour,7.908255154023788
3-why,7.908255154023788
3-year,7.908255154023788
3/10,6.404177757247514
3/4,7.908255154023788
30,4.411747592557308
30-40,7.908255154023788
30-minute,7.215107973463843
30-second,6.809642865355678
30-something,7.908255154023788
30-year-old,7.502790045915623
300,6.2988172415896875
300+,7.908255154023788
300-plus-years,7.908255154023788
3000,5.768188990527517
3000-level,7.908255154023788
30ish,7.908255154023788
30m,7.908255154023788
30th,7.215107973463843
31,6.203507061785363
31-year-old,7.502790045915623
310,7.908255154023788
31st,7.908255154023788
32,7.215107973463843
33,6.404177757247514
34-degree,7.908255154023788
3465,7.908255154023788
34th,7.908255154023788
35,5.605670061029742
35-year-old,7.908255154023788
35-years-old,7.908255154023788
357,7.908255154023788
35mm,7.215107973463843
35th,7.908255154023788
36,6.809642865355678
36-hour,7.908255154023788
360,7.502790045915623
3654,7.908255154023788
36th,7.908255154023788
37,6.404177757247514
37th,7.908255154023788
38th,7.908255154023788
39,7.215107973463843
3=poor,7.908255154023788
3d,7.502790045915623
3rd,6.991964422149633
4,4.338722457542418
4-d,7.908255154023788
4-inch,7.908255154023788
4-year-old,7.908255154023788
4/10,6.203507061785363
4/21/96,7.908255154023788
4/23/99,7.908255154023788
4/29/00,7.908255154023788
4/4,7.908255154023788
40,5.0178833961276235
40+,7.908255154023788
40-plus,7.908255154023788
40-student,7.908255154023788
40-year-old,7.215107973463843
400,6.65549218552842
40mins,7.908255154023788
40s,7.908255154023788
41,7.215107973463843
42,6.809642865355678
43,7.215107973463843
43-foot-long,7.908255154023788
44,7.502790045915623
44-year,7.908255154023788
44-year-old,7.908255154023788
449-3411,7.908255154023788
45,6.1164956847957335
45-minute,7.908255154023788
45-year-old,7.908255154023788
460,7.908255154023788
47,7.502790045915623
47-year,7.908255154023788
48,6.2988172415896875
48th,7.502790045915623
49,7.908255154023788
4=disappointing,7.908255154023788
4am,7.908255154023788
4th,6.2988172415896875
5,4.219375699909852
5'10,7.908255154023788
5'2,7.502790045915623
5'8,7.908255154023788
5'9,7.908255154023788
5-5-1,7.908255154023788
5-cent,7.908255154023788
5-million,7.908255154023788
5-year,7.908255154023788
5-year-old,7.502790045915623
5/10,5.200204952921578
50,4.689379329155587
50-foot,7.908255154023788
50-minute,7.908255154023788
50-year,7.908255154023788
500,5.893352133481524
500-like,7.908255154023788
5000,7.502790045915623
5000/week,7.908255154023788
50000,7.908255154023788
500k,7.908255154023788
500th,7.908255154023788
50s,6.036452977122197
50s-ish,7.908255154023788
50s/early,7.908255154023788
51,7.502790045915623
51-year-old,7.908255154023788
51st,7.908255154023788
52,6.991964422149633
53,7.215107973463843
53-year-old,7.908255154023788
54,6.521960792903897
54th,7.908255154023788
55,7.502790045915623
555,7.908255154023788
56,7.908255154023788
56-year,7.908255154023788
5671,7.908255154023788
56k,7.908255154023788
57,6.65549218552842
57th,7.908255154023788
58,7.908255154023788
59,7.908255154023788
5=average,7.908255154023788
5th,6.809642865355678
6,4.840202218890171
6'1,7.908255154023788
6-year-old,7.908255154023788
6/10,5.828813612343952
6/13/97,7.502790045915623
60,5.104894773117253
60+,7.908255154023788
60-some,7.908255154023788
60-something,7.908255154023788
600,6.991964422149633
600-pound,7.908255154023788
6000,7.502790045915623
607,7.502790045915623
60s,6.036452977122197
61,7.215107973463843
62,7.908255154023788
63,7.502790045915623
64,7.502790045915623
640,7.908255154023788
65,7.908255154023788
65-year-old,7.908255154023788
65th,7.908255154023788
66,6.991964422149633
666,6.809642865355678
67,7.908255154023788
68,7.908255154023788
6=better,7.908255154023788
6th,7.502790045915623
7,4.794739844813414
7-13,7.908255154023788
7-up,7.908255154023788
7-year-old,7.908255154023788
7/10,5.200204952921578
70,5.135666431784007
70-minute,7.908255154023788
70-something,7.908255154023788
700,6.991964422149633
7000,7.908255154023788
701,7.908255154023788
70ies,7.908255154023788
70m,7.908255154023788
70mm,7.502790045915623
70s,5.510359881225417
70s/early,7.908255154023788
710,7.908255154023788
712,7.908255154023788
73,7.502790045915623
747s,7.908255154023788
75,6.404177757247514
750,7.908255154023788
76,7.502790045915623
77-year-old,7.908255154023788
777-film,7.908255154023788
779,7.908255154023788
78,7.215107973463843
79,7.908255154023788
7=good,7.908255154023788
7th,7.215107973463843
8,4.631110421031611
8-ball,7.908255154023788
8-lane,7.908255154023788
8-minute,7.908255154023788
8-year,7.908255154023788
8-year-old,7.502790045915623
8-years,7.908255154023788
8/10,5.167415130098587
80,4.730201323675843
80-foot,7.215107973463843
80-minute,7.908255154023788
80-year,7.908255154023788
800,6.991964422149633
800-mile,7.908255154023788
802,7.908255154023788
80s,5.510359881225417
81,7.502790045915623
81-minute,7.502790045915623
82-minutes,7.908255154023788
8216,7.908255154023788
83,7.502790045915623
83-minute,7.502790045915623
84,7.215107973463843
85,5.768188990527517
86,7.502790045915623
87,6.991964422149633
88,7.215107973463843
89,7.908255154023788
89-minutes,7.908255154023788
8=excellent,7.908255154023788
8mm,6.1164956847957335
8th,7.215107973463843
9,5.0178833961276235
9-year,7.908255154023788
9-year-old,7.908255154023788
9/10,5.711030576687569
90,4.101592664253468
90-minute,6.991964422149633
90-minute-long,7.908255154023788
90-plus,7.908255154023788
90-tooth,7.908255154023788
90210,6.1164956847957335
90s,5.510359881225417
91,7.215107973463843
91-minute,7.908255154023788
911,7.502790045915623
92,7.502790045915623
92-minute,7.908255154023788
93,6.991964422149633
939-2,7.908255154023788
94,6.991964422149633
95,6.1164956847957335
95-minute,7.908255154023788
96,6.809642865355678
96-minute,7.908255154023788
97,7.215107973463843
97-minutes,7.908255154023788
98,6.404177757247514
99,6.1164956847957335
99-cent,7.502790045915623
999,6.991964422149633
9=borderline,7.908255154023788
9mm,7.908255154023788
:,1.4753150612846087
;,1.9707189489413617
=,5.711030576687569
=20,6.991964422149633
===,7.908255154023788
======,7.502790045915623
========,7.908255154023788
===========,7.502790045915623
===============,7.908255154023788
=====================,7.502790045915623
======================,7.502790045915623
=======================,7.908255154023788
========================,7.908255154023788
==========================,7.908255154023788
>,4.840202218890171
?,1.4874462250176985
@,6.203507061785363
[,4.194683087319481
\,6.65549218552842
],4.194683087319481
^,7.502790045915623
_,6.991964422149633
_2001_,7.908255154023788
_21_jump_street_,7.908255154023788
_48_hrs,7.908255154023788
_54_,7.908255154023788
___,7.908255154023788
____,7.908255154023788
_____,7.502790045915623
______,7.502790045915623
____________________________________________,7.908255154023788
__________________________________________________________,7.908255154023788
_a,7.908255154023788
_a_night_at_the_roxbury_,7.908255154023788
_air_force_one_,7.908255154023788
_all_,7.908255154023788
_am_,7.908255154023788
_amadeus_,7.908255154023788
_america's_funniest_home_videos_,7.908255154023788
_american_beauty_,7.908255154023788
_american_psycho_,7.908255154023788
_and_,6.991964422149633
_andre_,7.908255154023788
_angel,7.908255154023788
_animal,7.908255154023788
_anything_,7.908255154023788
_are_,7.908255154023788
_armageddon_,7.908255154023788
_arrrgh_,7.908255154023788
